Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,12 2020,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,,,LUBRICATION 200 HOUR,,,,,,,,01/05/2026,3225.00,3918,,,,,200.00,,,,,,20.00,,,,,,3425.00,,,,,,,,,,,,44.30,,,,,,,,No,10+ Days,,10/03/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,05 -25-05 INFO,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,INFORMATIONAL,,PHASE (NOT TO EXCEED 200 HRS IN 12 MOS) - informational only - reference of time since last Phase inspection,,,,,,,This Maintenance task is informational only. It has been created with the purpose of not to exceed 200hrs between two Phase inspections. Records personal can add compliance to this informational only item based on the signed off phase inspections,01/14/2026,3227.40,3921,,,,12,200.00,,,,,,20.00,,,,01/31/2027,,3427.40,,,,,,,,28,,4,,46.70,,,,,,,,Yes,10+ Days,,10/04/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,05 7005,Engine 2,2407.30,2791.00,0,0.00,INSPECTION,,,,ENGINE - MINOR INSPECTION - PCE-PZ1074,,,,,,,,01/12/2026,2254.00,,2572.00,,,,200.00,,,,,,20.00,,,,,,2454.00,,,,,,,,,,,,46.70,,,,,,,,No,10+ Days,,10/04/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,05 7005,Engine 1,3380.70,4140.00,0,0.00,INSPECTION,,,,ENGINE - MINOR INSPECTION - PCE-PZ1075,,,,,,,,01/12/2026,3227.40,,3921.00,,,,200.00,,,,,,20.00,,,,,,3427.40,,,,,,,,,,,,46.70,,,,,,,,No,10+ Days,,10/04/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,32 30-00-9601,Airframe,1427.80,,1046,,INSPECTION,,RII,,MAIN LANDING GEAR HYDRAULIC SYSTEM FILTER AND PACKINGS,,,,,,,"REPLACE FILTER AND PACKINGS AT FIRST 200-HOURS AND EVERY 1,200 HOURS OR 1,000 CYCLES THEREAFTER, WHICHEVER OCCURS FIRST. IN ADDITION TO THESE REPLACEMENT FREQUENCIES, WHENEVER A HYDRAULIC COMPONENT IS REPLACED, THIS FILTER MUST BE REPLACED AFTER THE SYSTEM HAS BEEN CHECKED FOR OPERATION. THIS FILTER MUST ALSO BE REPLACED AT THE NEXT INSPECTION AFTER COMPONENT REPLACEMENT WAS MADE.",02/02/2019,311.60,209,,,,,1200.00,,,,,,,,,,,,1511.60,,,,,,,,,,,,83.80,,,,,,,,No,10+ Days,,10/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 5020,Airframe,10368.60,,12197,,INSPECTION,,RII,,(RII)            REMOVE LH INBOARD FLAP AND INSPECT FOR WEAR,,,,,,,,10/07/2023,8557.10,10098,,,0,36,,3000,0.00,,,36,,300,,,10/07/2026,,,,13098,,,,,,4,,1,,,,901,,,,,,No,10+ Days,,10/07/2026,,,,,,,,,,RII,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 5021,Airframe,10368.60,,12197,,INSPECTION,,RII,,(RII)            REMOVE LH OUTBOARD FLAP AND INSPECT FOR WEAR,,,,,,,,10/07/2023,8557.10,10098,,,0,36,,3000,0.00,,,36,,300,,,10/07/2026,,,,13098,,,,,,4,,1,,,,901,,,,,,No,10+ Days,,10/07/2026,,,,,,,,,,RII,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 5022,Airframe,10368.60,,12197,,INSPECTION,,RII,,(RII)            REMOVE RH INBOARD FLAP AND INSPECT FOR WEAR,,,,,,,,10/07/2023,8557.10,10098,,,0,36,,3000,0.00,,,36,,300,,,10/07/2026,,,,13098,,,,,,4,,1,,,,901,,,,,,No,10+ Days,,10/07/2026,,,,,,,,,,RII,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 5023,Airframe,10368.60,,12197,,INSPECTION,,RII,,(RII)            REMOVE RH OUTBOARD FLAP AND INSPECT FOR WEAR,,,,,,,,10/07/2023,8557.10,10098,,,0,36,,3000,0.00,,,36,,300,,,10/07/2026,,,,13098,,,,,,4,,1,,,,901,,,,,,No,10+ Days,,10/07/2026,,,,,,,,,,RII,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,05 20-04,Airframe,1427.80,,1046,,INSPECTION,,,,INSPECTION DETAIL 4,,,,,,,OPERATORS UTILIZING THE AIRPLANE LESS THAN 200 HOURS IN A 24 CALENDAR MONTH TIME FRAME MUST COMPLETE THE INSPECTION PROGRAM DETAIL 5 (DETAILS 1 AND 2 COMBINED) AT 24 CALENDAR MONTHS AND INSPECTION PROGRAM DETAIL 6 (DETAILS 3 AND 4 COMBINED) AT 48 CALENDAR MONTHS.,03/10/2023,730.20,486,,,,48,800.00,,,,,,20.00,,,,03/31/2027,,1530.20,,,,,,,,28,,6,,102.40,,,,,,,,No,10+ Days,,10/14/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,37 20-01-9600,Airframe,1427.80,,1046,,INSPECTION,,,,INSTRUMENT AIR FILTER REPLACEMENT,,,,,,,,03/10/2023,730.20,486,,,,,800.00,,,,,,,,,,,,1530.20,,,,,,,,,,,,102.40,,,,,,,,No,10+ Days,,10/14/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,55,Airframe,5356.80,,6664,,INSPECTION,,SAFETY,,Self directed pre winter inspection of Elevator Trim Tab for possible freezing issue.,,,,,,,,10/15/2025,4807.60,6028,,,0,12,,0,0.00,0.00,0,30,,0,0.00,0.00,10/15/2026,,,,,,,,,,12,,1,,,,,,,,,,No,10+ Days,,10/15/2026,,,,,,,,,,,
N781HC,IHC Health Services,09/03/2026,5356.80,6664,08 0005,Airframe,5356.80,,6664,,INSPECTION,,,,WEIGH AIRCRAFT & UPDATE FLIGHT MANUAL WEIGHT & BALANCE,,,,,,,,10/20/2023,3807.60,4869,,,0,36,,0,0.00,0.00,,,,,,,10/20/2026,,,,,,,,,,17,,1,,,,,,,,,,No,10+ Days,,10/20/2026,,,,,,,,,,,00322874
N981HC,IHC Health Services,09/03/2026,1427.80,1046,22 1040,Airframe,1427.80,,1046,,INSPECTION,,AIRWORTHINESS,,PERFORM AUTOPILOT DISCONNECT AURAL WARNING OPERATION CHECK,,,,,,,,08/01/2026,1354.60,975,,,,,200.00,,,,,,,,,,,,1554.60,,,,,,,,,,,,126.80,,,,,,,,No,10+ Days,,10/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,22 1045,Airframe,1427.80,,1046,,INSPECTION,,AIRWORTHINESS,,PERFORM STALL WARNING - AUTOPILOT DISCONNECT OPERATION CHECK,,,,,,,,08/01/2026,1354.60,975,,,,,200.00,,,,,,,,,,,,1554.60,,,,,,,,,,,,126.80,,,,,,,,No,10+ Days,,10/24/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,71 0052,Engine 1,1427.80,1046.00,,,INSPECTION,,,,NO. 1 ENGINE - COMPRESSOR WASH,,,,,,,,08/07/2026,1368.50,,988.00,,,,200.00,,,,,,20.00,,,,,,1568.50,,,,,,,,,,,,140.70,,,,,,,,No,10+ Days,,10/30/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,71 0052,Engine 2,1427.80,1046.00,,,INSPECTION,,,,NO. 2 ENGINE - COMPRESSOR WASH,,,,,,,,08/07/2026,1368.50,,988.00,,,,200.00,,,,,,20.00,,,,,,1568.50,,,,,,,,,,,,140.70,,,,,,,,No,10+ Days,,10/30/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,12 2040,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,,,LUBRICATION 400 HOUR,,,,,,,,08/18/2025,3067.60,3724,,,,,400.00,,,,,,20.00,,,,,,3467.60,,,,,,,,,,,,86.90,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,05 20-29,Airframe,1427.80,,1046,,INSPECTION,,,,INSPECTION DETAIL 29 (600 HOUR INITIAL 18 MONTH RECURRING WING CENTER SECTION UPPER SURFACE BONDED PANEL SKIN SPECIAL DETAILED INSPECTION,,,,,,,"Task 57-10-01-2800: Wing Center Section Upper Surface Bonded Panel Skin Special Detail Inspection
Zone: 511, 512",04/07/2025,1251.30,880,,,,18,,,,,1,,20.00,,,,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,26 22-00-2100,Airframe,10368.60,,12197,,INSPECTION,,,,CABIN PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",09/02/2026,10368.60,12197,,,0,1,,0,0.00,0.00,,,,,,,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,26 22-00-2101,Airframe,10368.60,,12197,,INSPECTION,,,,COCKPIT PORTABLE FIRE EXTINGUISHER - MONTHLY INSPECTION,,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",09/02/2026,10368.60,12197,,,0,1,,0,0.00,0.00,,,,,,,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,35 CH 5-7.6.1,Airframe,10049.40,,11832,,INSPECTION,,,,MONTHLY PORTABLE OXYGEN BOTTLE EXCHANGE WITH VENDOR SERVICED UNIT,GMM,,,,,,"Vendor Exchange Medical ""E"" Cylinder Hydro Date Inspected.  No Discrepancies at this Time. All Work Completed IAW ILF GMM.",09/01/2026,10045.00,11828,,,0,1,,0,0.00,0.00,0,0,,0,0.00,0.00,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,PILOT GOM,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,35 CH 5-7.6.1,Airframe,10368.60,,12197,,INSPECTION,,,,MONTHLY PORTABLE OXYGEN BOTTLE EXCHANGE WITH VENDOR SERVICED UNIT,GMM,,,,,,"Medical  ""E"" Cylinder Hydro Date: __/____ Expirers __/____ No Discrepancies Noted at this Time. All Work Completed IAW ILF GMM.
Medical  ""E"" Cylinder Hydro Date: 10/2023 Expirers 10/2028 No Discrepancies Noted at this Time. All Work Completed IAW ILF GMM.",09/03/2026,10368.60,12197,,,0,1,,0,0.00,0.00,0,0,,0,0.00,0.00,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,PILOT GOM,
N481HC,IHC Health Services,09/03/2026,10049.40,11832,61,Airframe,10049.40,,11832,,INSPECTION,,AT OPERATOR DISCRETION,,INSPECT PROP  BALANCE,,,,,,,,10/01/2025,9283.00,11005,,,0,12,,0,0.00,0.00,1,0,,0,0.00,0.00,10/31/2026,,,,,,,,,,28,,1,,,,,,,,,,No,10+ Days,,10/31/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,12 2060,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,,,LUBRICATION 800 HOUR,,,,,,,,08/22/2023,2670.60,,,,,,800.00,,,,,,20.00,,,,,,3470.60,,,,,,,,,,,,89.90,,,,,,,,No,10+ Days,,11/02/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,30 1079,Airframe,4401.10,0.00,5061,0.00,INSPECTION,,,,AIRFOIL DE-ICERS - Apply a surface coating of Age Master No. 1 in accordance with the manufacturer’s instructions CMM 30-10-31 (latest issue),,,,,,,,08/24/2026,4401.10,5061,,,0,6,150.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/24/2027,,4551.10,,,,,,,,21,,5,,150.00,,,,,,,,No,10+ Days,,11/02/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2703,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - AILERON TRIM TAB CABLE TENSION (SPECIAL INSPECTION),,,,,,,,11/03/2022,7735.80,9159,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/03/2026,,,,,,,,,,0,,2,,,,,,,,,,No,10+ Days,,11/03/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,00 0620 STC,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,INFORMATIONAL,,FW RECORDS - GARMIN ICA - STC SA02658SE - CHECK FOR LATEST REVISION 190-02246-11 GARMIN GI 275 SERIES,,,,,,,support.garmin.com/aviation/issue/tabs/manual,08/06/2026,,,,,90,0,,0,0.00,0.00,0,0,,0,0.00,0.00,11/04/2026,,,,,,,,,,1,,2,,,,,,,,,,No,10+ Days,,11/04/2026,,,,,,,,,,CUSTOM TASKS,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,21 1106,Airframe,4401.10,0.00,5061,0.00,PART,Life Limited,,,REPLACE FREON EVAPORATOR FILTER,,90-555101-0003,No Lot Number,,,,,03/03/2026,4158.50,4742,,,,,400.00,,,,,,,,,,,,4558.50,,,,,,,,,,,,157.40,,,,,,,,No,10+ Days,,11/05/2026,0,,,0.00,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,26 22-00-2200,Airframe,10368.60,,12197,,INSPECTION,None,,,CABIN PORTABLE FIRE EXTINGUISHER - ANNUAL DETAILED & WEIGHT FUNCTIONAL CHECK,,,,,,,"Completed Annual Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",11/06/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,30,,,,,11/06/2026,,,,,,,,,,3,,2,,,,,,,,,,No,10+ Days,,11/06/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,26 22-00-2201,Airframe,10368.60,,12197,,INSPECTION,None,,,COCKPIT PORTABLE FIRE EXTINGUISHER - ANNUAL DETAILED & WEIGHT FUNCTIONAL CHECK,,,,,,,,11/06/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,30,,,,,11/06/2026,,,,,,,,,,3,,2,,,,,,,,,,No,10+ Days,,11/06/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,57 3027,Airframe,10368.60,,12197,,INSPECTION,,INSPECT,,LEFT OUTBOARD WING SECTION UPPER AND LOWER SPAR CAPS - INSPECT AND CHECK FOR CORROSION (SPECIAL INSPECTION),"SIRM 57-17-01, 201; 57-17-02, 201",,,,,,[60 MOS INITIAL REQ.] [12 DAY WINDOW]  [CUSTOM FREQUENCY],11/06/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,12,,,,,11/06/2026,,,,,,,,,,3,,2,,,,,,,,,,No,10+ Days,,11/06/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,57 3028,Airframe,10368.60,,12197,,INSPECTION,,INSPECT,,RIGHT OUTBOARD WING SECTION UPPER AND LOWER SPAR CAPS - INSPECT AND CHECK FOR CORROSION (SPECIAL INSPECTION),"SIRM 57-17-01, 201; 57-17-02, 201",,,,,,[60 MOS INITIAL REQ.] [12 DAY WINDOW]  [CUSTOM FREQUENCY],11/06/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,12,,,,,11/06/2026,,,,,,,,,,3,,2,,,,,,,,,,No,10+ Days,,11/06/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2701,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - AILERON CABLE (WING) TENSION (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2702,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - AILERON CABLE (FUSELAGE) (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2704,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - ELEVATOR CABLE TENSION (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2705,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - ELEVATOR TAB CABLE TENSION (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2706,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - RUDDER CABLE TENSION (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,27 2707,Airframe,10368.60,,12197,,INSPECTION,,,,FLIGHT CONTROL CABLE TENSION CHECK - RUDDER TAB CABLE TENSION (SPECIAL INSPECTION),,,,,,,,11/07/2022,7737.50,9161,,,0,48,,0,0.00,0.00,0,48,20.00,0,0.00,0.00,11/07/2026,,,,,,,,,,4,,2,,,,,,,,,,No,10+ Days,,11/07/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,21 3003,Airframe,10368.60,,12197,,INSPECTION,,,,CABIN ALTITUDE WARNING PRESSURE SWITCH CHECK (SPECIAL INSPECTION),,,,,,,[12 DAY WINDOW],11/08/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,12,,,,,11/08/2026,,,,,,,,,,5,,2,,,,,,,,,,No,10+ Days,,11/08/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,35 0003,Airframe,10368.60,,12197,,INSPECTION,,,,AUTODEPLOY OXYGEN SYSTEM BAROMETRIC PRESSURE SWITCH CHECK (SPECIAL INSPECTION),,,,,,,[12 DAY WINDOW],11/08/2025,9964.80,11750,,,0,12,,0,0.00,0.00,,12,,,,,11/08/2026,,,,,,,,,,5,,2,,,,,,,,,,No,10+ Days,,11/08/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,71 0030,Engine 1,1427.80,1046.00,,,INSPECTION,,RII,,NO. 1 ENGINE - BORESCOPE HOT SECTION,,,,,,,,01/31/2025,1214.60,,856.00,,,,400.00,,,,,,40.00,,,,,,1614.60,,,,,,,,,,,,186.80,,,,,,,,No,10+ Days,,11/17/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,71 0030,Engine 2,1427.80,1046.00,,,INSPECTION,,RII,,NO. 2 ENGINE - BORESCOPE HOT SECTION,,,,,,,,01/31/2025,1214.60,,856.00,,,,400.00,,,,,,40.00,,,,,,1614.60,,,,,,,,,,,,186.80,,,,,,,,No,10+ Days,,11/17/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,73 1020,Engine 2,1427.80,1046.00,,,INSPECTION,,RII,,NO. 2 ENGINE - CLEAN FUEL NOZZLES,,,,,,,,01/31/2025,1214.60,,856.00,,,,400.00,,,,,,40.00,,,,,,1614.60,,,,,,,,,,,,186.80,,,,,,,,No,10+ Days,,11/17/2026,,,,,,,,,,,
N981HC,IHC Health Services,09/03/2026,1427.80,1046,73 1025,Engine 2,1427.80,1046.00,,,INSPECTION,,,,NO. 2 ENGINE - LEAK/FUNCTIONAL TEST FUEL NOZZLES,,,,,,,,01/31/2025,1214.60,,856.00,,,,400.00,,,,,,40.00,,,,,,1614.60,,,,,,,,,,,,186.80,,,,,,,,No,10+ Days,,11/17/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,05 -25-01,Airframe,4401.10,0.00,5061,0.00,INSPECTION,,Routine Inspections,,ACCOMPLISH PHASE 1 INSPECTION,,,,,,,,06/11/2025,3788.50,4252,,,,24,800.00,,,,,,20.00,,,,06/30/2027,,4588.50,,,,,,,,27,,9,,187.40,,,,,,,,No,10+ Days,,11/17/2026,,,,,,,,,,,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,33 1005,Airframe,10368.60,,12197,,INSPECTION,,INSPECT,,EDGELIGHTED PANEL INSPECTION (SPECIAL INSPECTION),,,,,,,[200 HOUR WINDOW] [48 DAY WINDOW],10/05/2023,8557.10,10098,,,0,48,2000.00,0,0.00,0.00,,48,200.00,,,,10/05/2027,,10557.10,,,,,,,,2,,13,,188.50,,,,,,,,No,10+ Days,,11/18/2026,,,,,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,73 1030,Engine 1,4199.00,4791.00,0,0.00,PART,Life Limited,,PZ1468,ENGINE - REPLACE FUEL PUMP OUTLET FILTER,,3059779-01,No Lot Number,,,,,12/14/2025,3788.50,,4254.00,,,,600.00,,,,,,60.00,,,,,,4388.50,,,,,,,,,,,,189.50,,,,,,,,No,10+ Days,,11/18/2026,,,,0.00,,,,,,,
N90HG,CLASSIC AIR MEDICAL,08/30/2026,4401.10,5061,73 1040,Engine 1,4199.00,4791.00,0,0.00,INSPECTION,,,PZ1468,ENGINE - CHECK/CLEAN/REPLACE FUEL PUMP INLET SCREEN,,,,,,,,12/14/2025,3788.50,,4254.00,,,,600.00,,,,,,60.00,,,,,,4388.50,,,,,,,,,,,,189.50,,,,,,,,No,10+ Days,,11/18/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,71 0020,Engine 1,3380.70,4140.00,0,0.00,INSPECTION,,,PZ1075,ENGINE - INSPECT HOT SECTION,,,,,,,,05/26/2021,1697.20,,1821.00,,,,1800.00,,,,,,50.00,,,,,,3497.20,,,,,,,,,,,,116.50,,,,,,,,No,10+ Days,,11/20/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,75 0020,Engine 1,3380.70,4140.00,0,0.00,INSPECTION,,,PZ1075,ENGINE - INSPECT/CHECK BLEED VALVE AT HSI (REF: PRATT & WHITNEY MAINTENANCE MANUAL P/N 3043512 TABLE 601 3.D.(7)),,,,,,,,05/27/2021,1697.20,,1821.00,,0,0,1800.00,0,0.00,0.00,0,0,50.00,0,0.00,0.00,,,3497.20,,,,,,,,,,,,116.50,,,,,,,,No,10+ Days,,11/20/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,12 2070,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,,,LUBRICATION 1200 HOUR,,,,,,,,10/18/2022,2297.90,2621,,,,,1200.00,,,,,,20.00,,,,,,3497.90,,,,,,,,,,,,117.20,,,,,,,,No,10+ Days,,11/20/2026,,,,,,,,,,,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,76 0113,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,RII,,(RII) INSPECT NO. 1 ENGINE POWER LEVER PEDESTAL PIN,,,,,,,INSPECTOR SIGNATURE REQUIRED,10/18/2022,2297.90,2621,,,,,1200.00,,,,,,120.00,,,,,,3497.90,,,,,,,,,,,,117.20,,,,,,,,No,10+ Days,,11/20/2026,,,,,,,,,,RII,
N904KS,CLASSIC AIR MEDICAL,09/03/2026,3380.70,4140,76 0613,Airframe,3380.70,0.00,4140,0.00,INSPECTION,,RII,,(RII) INSPECT NO. 2 ENGINE POWER LEVER PEDESTAL PIN,,,,,,,INSPECTOR SIGNATURE REQUIRED,10/18/2022,2297.90,2621,,,,,1200.00,,,,,,120.00,,,,,,3497.90,,,,,,,,,,,,117.20,,,,,,,,No,10+ Days,,11/20/2026,,,,,,,,,,RII,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,05 0030,Airframe,10368.60,,12197,,INSPECTION,,INSPECT,,PHASE 3 SCHEDULED INSPECTION PROGRAM - INSPECTION/CHECK,Rev 12.1 Feb 06 2023,,,,,,[20 HOUR WINDOW],08/11/2025,9766.50,11519,,,0,0,800.00,0,0.00,0.00,,,20.00,,,,,,10566.50,,,,,,,,,,,,197.90,,,,,,,,No,10+ Days,,11/21/2026,,,,,,,,,,Revision B200,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,34 0020.1,Airframe,10368.60,,12197,,INSPECTION,,,,ROCKWELL COLLINS EFIS 5000 ICA INSPECTION REQUIREMENT (PHASE 3),,,,,,,[20 HOUR WINDOW],08/11/2025,9766.50,11519,,,0,0,800.00,0,0.00,0.00,,,20.00,,,,,,10566.50,,,,,,,,,,,,197.90,,,,,,,,No,10+ Days,,11/21/2026,,,,,,,,,,ICA,
N381HC,IHC Health Services,09/03/2026,10368.60,12197,57,Airframe,10368.60,,12197,,INSPECTION,,SCHEDULED,,ONE TIME WING BOLT TORQUE CHECK REQUIRED POST NEW BOLT INSTALLATION,57-17-02 Item 10,,,,,,,09/01/2026,10368.60,12197,,,0,0,,0,0.00,0.00,0,0,20.00,0,0.00,0.00,,,10566.50,,,,,,,,,,,,197.90,,,,,,,,No,10+ Days,,11/21/2026,,,,,,,,,,,
